Time,Time Code,Country Name,Country Code,OECD,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","GNI per capita, Atlas method (current US$)","GNI, Atlas method (current US$)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)",Current health expenditure (% of GDP)
1992,YR1992,Estonia,EST,Yes,74.6,63.4,68.86341463,..,..,17.3,15,19.5,..
1992,YR1992,Finland,FIN,Yes,79.43,71.67,75.45536585,24170,1.21884E+11,6.1,5.5,6.7,..
1992,YR1992,France,FRA,Yes,81.3,73.1,77.1,23840,1.40316E+12,8.1,6.9,9.3,..
1992,YR1992,Germany,DEU,Yes,79.2,72.6,75.8195122,25810,2.08117E+12,7.6,6.7,8.5,..
1992,YR1992,Greece,GRC,Yes,80.2,74.7,77.38292683,..,..,9.4,8.7,10.1,..
1992,YR1992,Hungary,HUN,Yes,73.86,64.6,69.11707317,..,..,15.8,14,17.4,..
1992,YR1992,Iceland,ISL,Yes,80.85,76.77,78.7602439,..,..,6,5.5,6.4,..
1992,YR1992,Ireland,IRL,Yes,78.288,72.679,75.41509756,14440,51388373397,8.1,7.2,9,..
1992,YR1992,Israel,ISR,Yes,78.4,74.7,76.50487805,..,..,10.5,9.9,11.2,..
1992,YR1992,Italy,ITA,Yes,80.8,74.2,77.4195122,22960,1.30383E+12,8.9,8,9.8,..
1992,YR1992,Japan,JPN,Yes,82.22,76.09,79.0802439,31050,3.86309E+12,6.1,5.6,6.7,..
1992,YR1992,"Korea, Rep.",KOR,Yes,76.8,68.4,72.49756098,8310,3.63599E+11,13.3,12.2,14.3,..
1992,YR1992,Latvia,LVA,Yes,74.44,62.64,68.39609756,..,..,19.5,17.1,21.7,..
1992,YR1992,Lithuania,LTU,Yes,75.93,64.81,70.23439024,..,..,18,15.9,20.1,..
1992,YR1992,Luxembourg,LUX,Yes,79.1,72.6,75.77073171,38990,15291838206,7.8,7,8.5,..
1992,YR1992,Mexico,MEX,Yes,74.357,67.112,70.616,3860,3.27772E+11,41.3,37.6,44.7,..
1992,YR1992,Netherlands,NLD,Yes,80.28,74.3,77.21707317,23030,3.49762E+11,7.7,6.7,8.7,..
1992,YR1992,New Zealand,NZL,Yes,79.3,73.1,76.12439024,12050,42558726874,10,8.8,11.1,..
1992,YR1992,Norway,NOR,Yes,80.36,74.16,77.18439024,30780,1.31936E+11,7.2,6.4,8.1,..
1992,YR1992,Poland,POL,Yes,75.7,66.7,71.0902439,2080,79918123892,16.4,14.5,18.2,..
1992,YR1992,Portugal,PRT,Yes,78,70.8,74.31219512,9860,98169502824,12.5,11,13.8,..
1992,YR1992,Slovak Republic,SVK,Yes,76.2,67.6,71.79512195,..,..,13.6,11.9,15.2,..
1992,YR1992,Slovenia,SVN,Yes,77.3,69.5,73.30487805,..,..,9,8,10,..
1992,YR1992,Spain,ESP,Yes,81.19,73.81,77.41,15610,6.11177E+11,8.3,7.5,9.1,..
1992,YR1992,Sweden,SWE,Yes,80.78,75.35,77.99878049,31340,2.71624E+11,6.2,5.5,6.8,..
1992,YR1992,Switzerland,CHE,Yes,81.33,74.45,77.80609756,..,..,7.5,6.6,8.3,..
1992,YR1992,Turkiye,TUR,Yes,72.238,65.057,68.486,2920,1.64231E+11,65.5,63,67.9,..
1992,YR1992,United Kingdom,GBR,Yes,79.2,73.8,76.43414634,21530,1.23949E+12,8.2,7.2,9.1,..
1992,YR1992,United States,USA,Yes,79.1,72.3,75.61707317,25680,6.58704E+12,10.5,9.3,11.6,..
1991,YR1991,Australia,AUS,Yes,80.4,74.3,77.27560976,18240,3.15253E+11,8.7,7.6,9.7,..
1991,YR1991,Austria,AUT,Yes,79.1,72.3,75.61707317,21810,1.69121E+11,9.1,8,10.1,..
1991,YR1991,Belgium,BEL,Yes,79.67,72.88,76.19219512,20580,2.05932E+11,9.7,8.3,11,..
1991,YR1991,Canada,CAN,Yes,80.81,74.53,77.59341463,20980,5.88345E+11,8,7.1,8.8,..
1991,YR1991,Chile,CHL,Yes,76.794,70.376,73.574,2590,35146096371,17.6,15.9,19.3,..
1991,YR1991,Colombia,COL,Yes,73.296,64.652,68.813,1400,46579878500,34.4,30.4,38.2,..
1991,YR1991,Costa Rica,CRI,Yes,78.49,74.767,76.591,1930,6237699529,16.2,14.3,18.1,..
1991,YR1991,Czechia,CZE,Yes,75.75,68.23,71.89829268,..,..,11.6,10.1,13.1,..
1991,YR1991,Denmark,DNK,Yes,77.98,72.47,75.15780488,25540,1.31648E+11,8.4,7.4,9.4,..
1991,YR1991,Estonia,EST,Yes,74.7,64.3,69.37317073,..,..,17.5,15.2,19.7,..
1991,YR1991,Finland,FIN,Yes,79.32,71.33,75.22756098,25100,1.25822E+11,6.4,5.8,7.1,..
1991,YR1991,France,FRA,Yes,81.1,72.8,76.84878049,21420,1.25418E+12,8.6,7.3,9.8,..
1991,YR1991,Germany,DEU,Yes,78.7,72.1,75.3195122,22890,1.83115E+12,8,7,9,..
1991,YR1991,Greece,GRC,Yes,79.8,74.6,77.13658537,..,..,9.8,9.1,10.6,..
1991,YR1991,Hungary,HUN,Yes,73.91,65.06,69.37707317,..,..,16.8,14.9,18.5,..
1991,YR1991,Iceland,ISL,Yes,81.27,74.87,77.99195122,..,..,6.2,5.7,6.6,..
1991,YR1991,Ireland,IRL,Yes,77.902,72.285,75.025,13130,46393097438,8.6,7.7,9.5,..
1991,YR1991,Israel,ISR,Yes,78.5,75.1,76.75853659,..,..,11.1,10.4,11.8,..
1991,YR1991,Italy,ITA,Yes,80.4,73.8,77.0195122,20370,1.15593E+12,9.3,8.4,10.2,..
1991,YR1991,Japan,JPN,Yes,82.11,76.11,79.03682927,29080,3.60448E+12,6.2,5.7,6.8,..
1991,YR1991,"Korea, Rep.",KOR,Yes,76.4,67.9,72.04634146,7570,3.2784E+11,14.4,13.2,15.5,..
1991,YR1991,Latvia,LVA,Yes,74.6,63.73,69.03243902,..,..,18.3,16,20.5,..
1991,YR1991,Lithuania,LTU,Yes,75.86,65.13,70.36414634,..,..,16.7,14.8,18.6,..
1991,YR1991,Luxembourg,LUX,Yes,79.1,72,75.46341463,35170,13610233313,8.3,7.4,9.1,..
1991,YR1991,Mexico,MEX,Yes,74.009,66.826,70.298,3330,2.77376E+11,43.3,39.5,46.8,..
1991,YR1991,Netherlands,NLD,Yes,80.15,74,77,20830,3.13963E+11,8,6.9,9,..
1991,YR1991,New Zealand,NZL,Yes,78.9,73.3,76.03170732,12160,42485923645,10.6,9.3,11.8,..
1991,YR1991,Norway,NOR,Yes,80.1,74.01,76.98073171,27820,1.18564E+11,7.9,7,8.9,..
1991,YR1991,Poland,POL,Yes,75.3,66.1,70.58780488,..,..,16.9,14.8,18.9,..
1991,YR1991,Portugal,PRT,Yes,77.6,70.6,74.01463415,8180,81503026646,13.6,12,15.1,..
1991,YR1991,Slovak Republic,SVK,Yes,75.17,66.8,70.88292683,..,..,14.1,12.4,15.8,..
1991,YR1991,Slovenia,SVN,Yes,77.4,69.5,73.35365854,..,..,9.7,8.6,10.7,..
1991,YR1991,Spain,ESP,Yes,80.7,73.42,76.97121951,13700,5.33723E+11,8.8,7.9,9.6,..
1991,YR1991,Sweden,SWE,Yes,80.53,74.94,77.66682927,29110,2.5084E+11,6.6,5.9,7.3,..
1991,YR1991,Switzerland,CHE,Yes,81.1,74.1,77.51463415,..,..,7.8,6.9,8.7,..
1991,YR1991,Turkiye,TUR,Yes,71.871,64.797,68.169,2570,1.4211E+11,69.8,67.2,72.2,..
1991,YR1991,United Kingdom,GBR,Yes,78.9,73.4,76.08292683,19430,1.11564E+12,8.7,7.6,9.7,..
1991,YR1991,United States,USA,Yes,78.9,72,75.36585366,24270,6.14066E+12,10.9,9.6,12.1,..
1990,YR1990,Australia,AUS,Yes,80.16,73.98,76.99463415,17340,2.95976E+11,9.2,8,10.3,..
1990,YR1990,Austria,AUT,Yes,79,72.3,75.56829268,20630,1.58408E+11,9.5,8.4,10.6,..
1990,YR1990,Belgium,BEL,Yes,79.54,72.73,76.05195122,19310,1.92494E+11,10,8.6,11.4,..
1990,YR1990,Canada,CAN,Yes,80.73,74.3,77.43658537,20640,5.71575E+11,8.2,7.3,9.1,..
1990,YR1990,Chile,CHL,Yes,75.96,69.269,72.574,2340,31165516751,19.1,17.1,21,..
1990,YR1990,Colombia,COL,Yes,73.067,64.539,68.644,1350,43893397365,35.6,31.6,39.4,..
1990,YR1990,Costa Rica,CRI,Yes,78.767,74.604,76.63,1720,5445106527,16.9,14.9,18.8,..
1990,YR1990,Czechia,CZE,Yes,75.42,67.54,71.38390244,..,..,12.1,10.5,13.7,..
1990,YR1990,Denmark,DNK,Yes,77.73,72.02,74.80536585,24370,1.25295E+11,8.9,7.8,10,..
1990,YR1990,Estonia,EST,Yes,74.7,64.5,69.47560976,..,..,17.7,15.3,19.9,..
1990,YR1990,Finland,FIN,Yes,78.88,70.94,74.81317073,26000,1.29669E+11,6.7,6,7.4,..
1990,YR1990,France,FRA,Yes,80.8,72.6,76.6,20710,1.20215E+12,9,7.7,10.3,..
1990,YR1990,Germany,DEU,Yes,78.419,71.911,75.08563415,21300,1.69198E+12,8.5,7.4,9.6,..
1990,YR1990,Greece,GRC,Yes,79.5,74.5,76.93902439,..,..,10.4,9.5,11.2,..
1990,YR1990,Hungary,HUN,Yes,73.7,65.14,69.31560976,..,..,17.2,15.3,19,..
1990,YR1990,Iceland,ISL,Yes,80.71,75.49,78.03634146,..,..,6.4,5.9,6.9,..
1990,YR1990,Ireland,IRL,Yes,77.72,72.109,74.84607317,12560,44137988230,9.1,8.1,10.1,..
1990,YR1990,Israel,ISR,Yes,78.4,74.9,76.60731707,..,..,11.6,10.9,12.3,..
1990,YR1990,Italy,ITA,Yes,80.3,73.8,76.97073171,18660,1.05856E+12,9.7,8.7,10.6,..
1990,YR1990,Japan,JPN,Yes,81.9,75.92,78.83707317,28380,3.5041E+12,6.3,5.7,6.9,..
1990,YR1990,"Korea, Rep.",KOR,Yes,75.9,67.5,71.59756098,6450,2.76676E+11,15.6,14.3,16.9,..
1990,YR1990,Latvia,LVA,Yes,74.6,64.2,69.27317073,..,..,16.9,14.7,18.9,..
1990,YR1990,Lithuania,LTU,Yes,76.17,66.39,71.16073171,..,..,15,13.3,16.7,..
1990,YR1990,Luxembourg,LUX,Yes,78.617,72.411,75.43831707,31330,11961962624,8.8,7.9,9.7,..
1990,YR1990,Mexico,MEX,Yes,73.647,66.533,69.971,2860,2.33694E+11,45.4,41.5,49,..
1990,YR1990,Netherlands,NLD,Yes,80.11,73.8,76.87804878,19900,2.97508E+11,8.3,7.2,9.4,..
1990,YR1990,New Zealand,NZL,Yes,78.4,72.5,75.37804878,13640,45432350336,11.2,9.8,12.5,..
1990,YR1990,Norway,NOR,Yes,79.8,73.43,76.53731707,26500,1.1241E+11,8.7,7.6,9.7,..
1990,YR1990,Poland,POL,Yes,75.5,66.5,70.8902439,..,..,17.4,15.2,19.5,..
1990,YR1990,Portugal,PRT,Yes,77.5,70.6,73.96585366,7130,71206697101,14.7,13,16.4,..
1990,YR1990,Slovak Republic,SVK,Yes,75.44,66.64,70.93268293,..,..,14.7,12.8,16.5,..
1990,YR1990,Slovenia,SVN,Yes,77.2,69.4,73.20487805,..,..,10.4,9.2,11.5,..
1990,YR1990,Spain,ESP,Yes,80.51,73.34,76.83756098,12210,4.74412E+11,9.2,8.2,10.1,..
1990,YR1990,Sweden,SWE,Yes,80.4,74.81,77.53682927,27760,2.37622E+11,7,6.2,7.7,..
1990,YR1990,Switzerland,CHE,Yes,80.71,73.94,77.24243902,..,..,8.2,7.2,9.1,..
1990,YR1990,Turkiye,TUR,Yes,71.41,64.356,67.709,2290,1.24382E+11,74.2,71.6,76.6,..
1990,YR1990,United Kingdom,GBR,Yes,78.8,73.1,75.8804878,18610,1.06517E+12,9.3,8.1,10.4,..
1990,YR1990,United States,USA,Yes,78.8,71.8,75.21463415,24060,6.00622E+12,11.2,9.9,12.5,..
1989,YR1989,Australia,AUS,Yes,79.92,73.66,76.71365854,15600,2.62325E+11,9.7,8.5,10.9,..
1989,YR1989,Austria,AUT,Yes,78.8,71.9,75.26585366,19300,1.47034E+11,9.9,8.8,11.1,..
1989,YR1989,Belgium,BEL,Yes,79.09,72.34,75.63268293,18030,1.79183E+11,10.3,8.9,11.7,..
1989,YR1989,Canada,CAN,Yes,80.49,73.92,77.12487805,19860,5.41779E+11,8.5,7.6,9.5,..
1989,YR1989,Chile,CHL,Yes,75.749,69.244,72.467,2180,28669253063,20.4,18.3,22.4,..
1989,YR1989,Colombia,COL,Yes,72.781,64.576,68.533,1270,40648006837,36.8,32.7,40.7,..
1989,YR1989,Costa Rica,CRI,Yes,78.537,74.129,76.263,1640,5042102521,17.8,15.6,19.8,..
1989,YR1989,Czechia,CZE,Yes,75.43,68.1,71.67560976,..,..,12.6,10.9,14.2,..
1989,YR1989,Denmark,DNK,Yes,77.75,71.99,74.7997561,23050,1.18323E+11,9.3,8.1,10.5,..
1989,YR1989,Estonia,EST,Yes,74.7,65.6,70.03902439,..,..,17.8,15.4,20.1,..
1989,YR1989,Finland,FIN,Yes,78.9,70.88,74.79219512,24110,1.19691E+11,6.9,6.2,7.6,..
1989,YR1989,France,FRA,Yes,80.6,72.3,76.34878049,19550,1.12944E+12,9.3,7.9,10.6,..
1989,YR1989,Germany,DEU,Yes,78.466,72.073,75.19153659,19760,1.55579E+12,9,7.8,10.2,..
1989,YR1989,Greece,GRC,Yes,79.3,74.2,76.68780488,..,..,11.1,10.1,12,..
1989,YR1989,Hungary,HUN,Yes,73.8,65.33,69.46170732,..,..,17.6,15.6,19.5,..
1989,YR1989,Iceland,ISL,Yes,80.2,76.18,78.14097561,..,..,6.6,6.1,7.1,..
1989,YR1989,Ireland,IRL,Yes,77.302,71.744,74.45521951,11100,38958573516,9.6,8.5,10.6,..
1989,YR1989,Israel,ISR,Yes,78.1,74.6,76.30731707,..,..,12.1,11.3,12.8,..
1989,YR1989,Italy,ITA,Yes,80.2,73.6,76.8195122,17300,9.80185E+11,10,9,10.9,..
1989,YR1989,Japan,JPN,Yes,81.77,75.91,78.76853659,27470,3.38086E+12,6.5,5.9,7,..
1989,YR1989,"Korea, Rep.",KOR,Yes,75.3,67,71.04878049,5380,2.28461E+11,17,15.6,18.4,..
1989,YR1989,Latvia,LVA,Yes,75.18,65.37,70.15536585,..,..,15.8,13.7,17.8,..
1989,YR1989,Lithuania,LTU,Yes,76.24,66.84,71.42536585,..,..,14.1,12.4,15.6,..
1989,YR1989,Luxembourg,LUX,Yes,77.894,71.397,74.56626829,28540,10763287701,9.4,8.3,10.3,..
1989,YR1989,Mexico,MEX,Yes,73.259,66.221,69.623,2430,1.94714E+11,47.5,43.6,51.3,..
1989,YR1989,Netherlands,NLD,Yes,79.92,73.7,76.73414634,19130,2.84031E+11,8.6,7.5,9.7,..
1989,YR1989,New Zealand,NZL,Yes,78,71.8,74.82439024,13570,44771902376,11.8,10.3,13.2,..
1989,YR1989,Norway,NOR,Yes,79.84,73.32,76.5004878,25080,1.06017E+11,9.3,8.1,10.4,..
1989,YR1989,Poland,POL,Yes,75.5,66.8,71.04390244,..,..,17.9,15.5,20.1,..
1989,YR1989,Portugal,PRT,Yes,77.8,70.9,74.26585366,6320,63206805618,15.9,14.1,17.6,..
1989,YR1989,Slovak Republic,SVK,Yes,75.38,66.88,71.02634146,..,..,15.3,13.4,17.2,..
1989,YR1989,Slovenia,SVN,Yes,76.7,68.9,72.70487805,..,..,11.1,9.8,12.3,..
1989,YR1989,Spain,ESP,Yes,80.44,73.36,76.81365854,10700,4.15563E+11,9.5,8.5,10.5,..
1989,YR1989,Sweden,SWE,Yes,80.8,74.8,77.72682927,26090,2.2154E+11,7.2,6.4,8,..
1989,YR1989,Switzerland,CHE,Yes,80.94,74.07,77.42121951,..,..,8.4,7.4,9.4,..
1989,YR1989,Turkiye,TUR,Yes,70.967,63.893,67.245,1910,1.01702E+11,78.7,76,81.3,..
1989,YR1989,United Kingdom,GBR,Yes,78.4,72.9,75.58292683,17420,9.94151E+11,9.9,8.6,11.1,..
1989,YR1989,United States,USA,Yes,78.5,71.7,75.01707317,23770,5.86629E+12,11.6,10.3,12.8,..
1988,YR1988,Australia,AUS,Yes,79.68,73.34,76.43268293,14140,2.33715E+11,10.2,8.9,11.4,..
1988,YR1988,Austria,AUT,Yes,78.7,71.9,75.21707317,18070,1.37095E+11,10.5,9.2,11.7,..
1988,YR1988,Belgium,BEL,Yes,79.1,72.2,75.56585366,17010,1.68426E+11,10.7,9.2,12.1,..
1988,YR1988,Canada,CAN,Yes,80.27,73.61,76.85878049,18620,4.98946E+11,8.8,7.8,9.8,..
1988,YR1988,Chile,CHL,Yes,75.456,69.467,72.456,1920,24827877195,21.3,19.1,23.4,..
1988,YR1988,Colombia,COL,Yes,72.44,64.605,68.391,1320,41381001423,38.2,34,42.1,..
1988,YR1988,Costa Rica,CRI,Yes,78.129,74.186,76.106,1630,4891145228,18.9,16.5,21.1,..
1988,YR1988,Czechia,CZE,Yes,75.36,68.1,71.64146341,..,..,13,11.3,14.7,..
1988,YR1988,Denmark,DNK,Yes,77.64,72.04,74.77170732,22130,1.135E+11,9.6,8.3,10.8,..
1988,YR1988,Estonia,EST,Yes,75,66.6,70.69756098,..,..,18,15.6,20.3,..
1988,YR1988,Finland,FIN,Yes,78.69,70.66,74.57707317,21540,1.0654E+11,7.1,6.3,7.8,..
1988,YR1988,France,FRA,Yes,80.3,72.1,76.1,18570,1.06726E+12,9.6,8.2,10.9,..
1988,YR1988,Germany,DEU,Yes,78.286,71.868,74.99873171,18620,1.45495E+12,9.5,8.2,10.8,..
1988,YR1988,Greece,GRC,Yes,79.637,74.451,76.9807561,..,..,11.9,10.8,12.9,..
1988,YR1988,Hungary,HUN,Yes,74.08,66.16,70.02341463,..,..,18.5,16.4,20.5,..
1988,YR1988,Iceland,ISL,Yes,79.9,74.4,77.08292683,..,..,6.8,6.2,7.4,..
1988,YR1988,Ireland,IRL,Yes,77.32,71.696,74.43941463,10420,36738564308,9.9,8.8,11,..
1988,YR1988,Israel,ISR,Yes,75,73.9,74.43658537,..,..,12.5,11.7,13.3,..
1988,YR1988,Italy,ITA,Yes,79.7,73.2,76.37073171,15950,9.0346E+11,10.4,9.3,11.3,..
1988,YR1988,Japan,JPN,Yes,81.3,75.54,78.3497561,25170,3.08488E+12,6.6,6,7.2,..
1988,YR1988,"Korea, Rep.",KOR,Yes,74.8,66.5,70.54878049,4520,1.90183E+11,18.6,17,20.1,..
1988,YR1988,Latvia,LVA,Yes,75.22,66.23,70.61536585,..,..,15.4,13.3,17.3,..
1988,YR1988,Lithuania,LTU,Yes,76.29,67.45,71.76219512,..,..,14.3,12.6,15.9,..
1988,YR1988,Luxembourg,LUX,Yes,78.664,71.097,74.78821951,25870,9661794954,9.8,8.8,10.9,..
1988,YR1988,Mexico,MEX,Yes,72.862,65.877,69.253,2140,1.68957E+11,49.7,45.7,53.6,..
1988,YR1988,Netherlands,NLD,Yes,80.24,73.7,76.8902439,18190,2.68415E+11,8.9,7.7,10,..
1988,YR1988,New Zealand,NZL,Yes,77.6,71.4,74.42439024,12550,41203697048,12.4,10.8,13.8,..
1988,YR1988,Norway,NOR,Yes,79.56,73.04,76.2204878,23970,1.00896E+11,9.8,8.6,11,..
1988,YR1988,Poland,POL,Yes,75.67,67.2,71.33170732,..,..,18.4,15.9,20.7,..
1988,YR1988,Portugal,PRT,Yes,77.3,70.3,73.71463415,5630,56458369813,17,15.1,18.9,..
1988,YR1988,Slovak Republic,SVK,Yes,75.5,67.12,71.20780488,..,..,16,13.9,18,..
1988,YR1988,Slovenia,SVN,Yes,76.8,68.3,72.44634146,..,..,11.9,10.5,13.2,..
1988,YR1988,Spain,ESP,Yes,80.23,73.43,76.74707317,9410,3.64911E+11,9.9,8.8,10.9,..
1988,YR1988,Sweden,SWE,Yes,79.95,74.15,76.97926829,24190,2.04112E+11,7.3,6.5,8.1,..
1988,YR1988,Switzerland,CHE,Yes,80.73,73.89,77.22658537,..,..,8.6,7.6,9.6,..
1988,YR1988,Turkiye,TUR,Yes,70.514,63.467,66.794,1850,96779727908,83.3,80.5,86,..
1988,YR1988,United Kingdom,GBR,Yes,78.3,72.6,75.3804878,16190,9.21944E+11,10.4,9,11.7,..
1988,YR1988,United States,USA,Yes,78.3,71.4,74.76585366,23490,5.74411E+12,11.9,10.5,13.1,..
1987,YR1987,Australia,AUS,Yes,79.44,73.02,76.15170732,12560,2.0429E+11,10.6,9.3,11.9,..
1987,YR1987,Austria,AUT,Yes,78.2,71.5,74.76829268,13810,1.04616E+11,11.1,9.8,12.5,..
1987,YR1987,Belgium,BEL,Yes,78.9,72,75.36585366,13090,1.29247E+11,11,9.5,12.5,..
1987,YR1987,Canada,CAN,Yes,80.19,73.53,76.77878049,16320,4.31732E+11,9.1,8,10.1,..
1987,YR1987,Chile,CHL,Yes,75.288,69.76,72.54,1650,20984272255,21.9,19.6,24.1,..
1987,YR1987,Colombia,COL,Yes,71.992,64.756,68.268,1260,38648297467,39.7,35.5,43.7,..
1987,YR1987,Costa Rica,CRI,Yes,77.676,73.902,75.741,1580,4613006561,20.1,17.5,22.5,..
1987,YR1987,Czechia,CZE,Yes,75.2,67.87,71.44560976,..,..,13.4,11.6,15.2,..
1987,YR1987,Denmark,DNK,Yes,77.79,71.74,74.69121951,17760,91051022096,9.7,8.4,10.9,..
1987,YR1987,Estonia,EST,Yes,75.1,66.4,70.64390244,..,..,18.3,15.8,20.6,..
1987,YR1987,Finland,FIN,Yes,78.71,70.67,74.59195122,16480,81257441731,7.2,6.4,7.9,..
1987,YR1987,France,FRA,Yes,80,71.8,75.8,14500,8.28767E+11,9.8,8.4,11.2,..
1987,YR1987,Germany,DEU,Yes,78.103,71.668,74.80702439,14240,1.10825E+12,10.1,8.7,11.3,..
1987,YR1987,Greece,GRC,Yes,78.827,73.854,76.27985366,..,..,12.8,11.6,13.9,..
1987,YR1987,Hungary,HUN,Yes,73.8,65.7,69.65121951,..,..,19.7,17.4,22,..
1987,YR1987,Iceland,ISL,Yes,79.9,74.9,77.33902439,..,..,7,6.5,7.6,..
1987,YR1987,Ireland,IRL,Yes,77.356,71.648,74.43239024,8220,29086555503,10.1,9,11.2,..
1987,YR1987,Israel,ISR,Yes,77,73.6,75.25853659,..,..,13,12.2,13.8,..
1987,YR1987,Italy,ITA,Yes,79.6,73,76.2195122,12160,6.88214E+11,10.8,9.7,11.8,..
1987,YR1987,Japan,JPN,Yes,81.39,75.61,78.4295122,18360,2.24137E+12,6.8,6.2,7.5,..
1987,YR1987,"Korea, Rep.",KOR,Yes,74.3,65.9,69.99756098,3530,1.47008E+11,20.4,18.6,22.1,..
1987,YR1987,Latvia,LVA,Yes,75.19,66.41,70.69292683,..,..,15.6,13.5,17.5,..
1987,YR1987,Lithuania,LTU,Yes,76.36,67.72,71.93463415,..,..,15.2,13.4,17,..
1987,YR1987,Luxembourg,LUX,Yes,77.432,70.88,74.07609756,19980,7407807726,10.3,9.2,11.4,..
1987,YR1987,Mexico,MEX,Yes,72.433,65.485,68.844,2090,1.61992E+11,52.1,48,56,..
1987,YR1987,Netherlands,NLD,Yes,80.06,73.51,76.70512195,14410,2.11353E+11,9.2,8,10.3,..
1987,YR1987,New Zealand,NZL,Yes,77.2,71.3,74.17804878,10010,32779293158,12.9,11.3,14.4,..
1987,YR1987,Norway,NOR,Yes,79.58,72.75,76.08170732,20830,87218273351,10.1,8.9,11.3,..
1987,YR1987,Poland,POL,Yes,75.2,66.8,70.89756098,..,..,18.9,16.4,21.3,..
1987,YR1987,Portugal,PRT,Yes,77.2,70.3,73.66585366,4160,41746617942,18.2,16.1,20.2,..
1987,YR1987,Slovak Republic,SVK,Yes,75.13,67.24,71.08878049,..,..,16.7,14.4,18.8,..
1987,YR1987,Slovenia,SVN,Yes,76.1,68.1,72.00243902,..,..,12.7,11.2,14.1,..
1987,YR1987,Spain,ESP,Yes,80.17,73.45,76.72804878,7110,2.74965E+11,10.3,9.1,11.4,..
1987,YR1987,Sweden,SWE,Yes,80.15,74.18,77.09219512,19360,1.62571E+11,7.4,6.6,8.2,..
1987,YR1987,Switzerland,CHE,Yes,80.66,73.9,77.19756098,..,..,8.8,7.7,9.8,..
1987,YR1987,Turkiye,TUR,Yes,69.94,63.01,66.278,1740,88934154213,88.2,85.3,91,..
1987,YR1987,United Kingdom,GBR,Yes,78.2,72.5,75.2804878,12730,7.23136E+11,10.8,9.4,12.1,..
1987,YR1987,United States,USA,Yes,78.3,71.4,74.76585366,21390,5.18336E+12,12.1,10.8,13.5,..
1986,YR1986,Australia,AUS,Yes,79.2,72.7,75.87073171,12310,1.9713E+11,11,9.6,12.3,..
1986,YR1986,Austria,AUT,Yes,77.8,71,74.31707317,10820,81882181234,11.9,10.3,13.3,..
1986,YR1986,Belgium,BEL,Yes,78.23,71.4,74.73170732,10170,1.00256E+11,11.4,9.8,12.9,..
1986,YR1986,Canada,CAN,Yes,79.87,73.22,76.46390244,14560,3.80086E+11,9.4,8.4,10.4,..
1986,YR1986,Chile,CHL,Yes,74.918,68.742,71.81,1460,18281443771,22.2,19.9,24.4,..
1986,YR1986,Colombia,COL,Yes,71.716,64.975,68.26,1240,37148422399,41.5,37.1,45.6,..
1986,YR1986,Costa Rica,CRI,Yes,77.42,73.687,75.505,1420,4041148934,21.2,18.5,23.8,..
1986,YR1986,Czechia,CZE,Yes,74.68,67.49,70.99731707,..,..,13.8,11.9,15.6,..
1986,YR1986,Denmark,DNK,Yes,77.53,71.77,74.5797561,14070,72028811171,9.7,8.4,11,..
1986,YR1986,Estonia,EST,Yes,74.9,65.5,70.08536585,..,..,18.6,16.1,21,..
1986,YR1986,Finland,FIN,Yes,78.76,70.56,74.56,13010,64001867575,7.3,6.5,8,..
1986,YR1986,France,FRA,Yes,79.8,71.6,75.6,11350,6.4534E+11,10.1,8.7,11.4,..
1986,YR1986,Germany,DEU,Yes,77.638,71.31,74.39682927,11240,8.73568E+11,10.6,9.2,11.9,..
1986,YR1986,Greece,GRC,Yes,79.059,74.029,76.48265854,..,..,13.7,12.4,15,..
1986,YR1986,Hungary,HUN,Yes,73.23,65.31,69.17341463,..,..,20.9,18.4,23.3,..
1986,YR1986,Iceland,ISL,Yes,80.69,75.42,77.99073171,..,..,7.3,6.7,7.9,..
1986,YR1986,Ireland,IRL,Yes,76.625,70.847,73.66553659,6370,22557010822,10.4,9.3,11.5,..
1986,YR1986,Israel,ISR,Yes,76.8,73.2,74.95609756,..,..,13.7,12.8,14.5,..
1986,YR1986,Italy,ITA,Yes,79.1,72.6,75.77073171,9380,5.30781E+11,11.3,10.2,12.5,..
1986,YR1986,Japan,JPN,Yes,80.93,75.23,78.0104878,14070,1.70962E+12,7.1,6.4,7.8,..
1986,YR1986,"Korea, Rep.",KOR,Yes,73.8,65.3,69.44634146,2850,1.1758E+11,22.4,20.5,24.3,..
1986,YR1986,Latvia,LVA,Yes,75.14,66.32,70.62243902,..,..,16.3,14.1,18.4,..
1986,YR1986,Lithuania,LTU,Yes,76.46,67.91,72.08073171,..,..,16.4,14.3,18.4,..
1986,YR1986,Luxembourg,LUX,Yes,77.817,70.356,73.9955122,15520,5717692581,10.8,9.6,11.9,..
1986,YR1986,Mexico,MEX,Yes,71.983,65.026,68.388,2100,1.6039E+11,54.5,50.3,58.6,..
1986,YR1986,Netherlands,NLD,Yes,79.61,73.09,76.2704878,11450,1.6684E+11,9.5,8.2,10.6,..
1986,YR1986,New Zealand,NZL,Yes,77.4,71,74.12195122,7860,25518322891,13.4,11.7,15,..
