Time,Time Code,Country Name,Country Code,OECD,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","GNI per capita, Atlas method (current US$)","GNI, Atlas method (current US$)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)",Current health expenditure (% of GDP)
2008,YR2008,Slovak Republic,SVK,Yes,78.7,70.9,74.70487805,17290,92993314001,7.4,6.7,8.2,6.9563446
2008,YR2008,Slovenia,SVN,Yes,82.3,75.4,78.76585366,24660,49846384069,3.6,3.3,3.9,7.85466576
2008,YR2008,Spain,ESP,Yes,84.3,78.2,81.17560976,32250,1.48199E+12,4.2,3.8,4.5,8.38226032
2008,YR2008,Sweden,SWE,Yes,83.2,79.1,81.1,55720,5.13744E+11,3.2,2.9,3.5,8.20824242
2008,YR2008,Switzerland,CHE,Yes,84.4,79.7,81.99268293,64870,4.9613E+11,4.7,4.3,5.1,9.48092842
2008,YR2008,Turkiye,TUR,Yes,77.69,71.248,74.45,9730,6.93943E+11,20.9,19.8,22,5.21761751
2008,YR2008,United Kingdom,GBR,Yes,81.7,77.6,79.6,48430,2.99354E+12,5.6,5,6.1,9.02258778
2008,YR2008,United States,USA,Yes,80.6,75.6,78.03902439,49100,1.49306E+13,7.6,6.9,8.3,15.20489883
2007,YR2007,Australia,AUS,Yes,83.7,79,81.29268293,37370,7.78255E+11,5.4,4.9,6,8.05890179
2007,YR2007,Austria,AUT,Yes,83.1,77.4,80.1804878,44540,3.69508E+11,4.6,4.1,5.1,9.53209686
2007,YR2007,Belgium,BEL,Yes,82.6,77.1,79.78292683,42740,4.54104E+11,4.8,4.2,5.3,9.13628769
2007,YR2007,Canada,CAN,Yes,82.91,78.29,80.54365854,41550,1.36653E+12,6,5.5,6.4,9.44540119
2007,YR2007,Chile,CHL,Yes,80.549,75.043,77.826,8790,1.45042E+11,8.9,8,9.7,6.17537546
2007,YR2007,Colombia,COL,Yes,77.391,70.374,73.837,4170,1.80466E+11,20.2,18,22.4,6.49102831
2007,YR2007,Costa Rica,CRI,Yes,80.934,76.089,78.462,5630,25010478074,11.1,10,12.1,6.99642611
2007,YR2007,Czechia,CZE,Yes,79.9,73.7,76.72439024,15850,1.63233E+11,3.9,3.4,4.4,5.98578405
2007,YR2007,Denmark,DNK,Yes,80.5,76,78.19512195,55740,3.04395E+11,4.5,4.1,4.9,9.3251543
2007,YR2007,Estonia,EST,Yes,78.5,67.4,72.81463415,13430,18001208025,6,5.3,6.6,4.98252153
2007,YR2007,Finland,FIN,Yes,82.9,75.8,79.26341463,46190,2.44301E+11,3.5,3.1,3.8,8.08359432
2007,YR2007,France,FRA,Yes,84.8,77.6,81.11219512,40160,2.57082E+12,4.4,3.9,4.9,10.31564426
2007,YR2007,Germany,DEU,Yes,82.3,76.9,79.53414634,40470,3.32951E+12,4.5,4,4.9,10.05132961
2007,YR2007,Greece,GRC,Yes,82,77,79.43902439,26370,2.91359E+11,4.1,3.8,4.4,8.39808273
2007,YR2007,Hungary,HUN,Yes,77.3,69.2,73.15121951,11770,1.18347E+11,6.8,6.3,7.4,7.2018342
2007,YR2007,Iceland,ISL,Yes,83.4,79.6,81.45365854,61880,19278811949,2.9,2.6,3.1,8.3535862
2007,YR2007,Ireland,IRL,Yes,82.1,77.3,79.64146341,50540,2.22311E+11,4.6,4.2,5,7.80773735
2007,YR2007,Israel,ISR,Yes,82.4,78.7,80.50487805,24710,1.77442E+11,5.1,4.7,5.5,6.87812519
2007,YR2007,Italy,ITA,Yes,84.2,78.8,81.43414634,35930,2.0997E+12,4.2,3.9,4.6,8.13610077
2007,YR2007,Japan,JPN,Yes,85.99,79.19,82.50707317,39310,5.03204E+12,3.5,3.3,3.8,7.77935696
2007,YR2007,"Korea, Rep.",KOR,Yes,82.5,75.9,79.1195122,23440,1.14102E+12,4.8,4.5,5.1,5.11490774
2007,YR2007,Latvia,LVA,Yes,76.5,65.8,71.0195122,11230,24703134704,9.3,8.5,10.1,5.51350451
2007,YR2007,Lithuania,LTU,Yes,77.2,64.9,70.9,10600,34245356102,8,7.3,8.7,5.7643218
2007,YR2007,Luxembourg,LUX,Yes,82.2,76.7,79.38292683,85730,41149038268,3.1,2.8,3.4,6.15803099
2007,YR2007,Mexico,MEX,Yes,76.956,71.54,74.238,9330,1.00997E+12,21.3,19.1,23.3,5.76644516
2007,YR2007,Netherlands,NLD,Yes,82.3,78,80.09756098,48620,7.96477E+11,4.9,4.4,5.4,9.05292606
2007,YR2007,New Zealand,NZL,Yes,82.2,78.2,80.15121951,28150,1.18903E+11,6.5,5.8,7.1,8.32904434
2007,YR2007,Norway,NOR,Yes,82.7,78.2,80.39512195,78750,3.70859E+11,3.7,3.3,4.1,8.05085373
2007,YR2007,Poland,POL,Yes,79.7,71,75.24390244,9930,3.78652E+11,7,6.4,7.7,5.87339211
2007,YR2007,Portugal,PRT,Yes,81.6,75.2,78.32195122,20860,2.19949E+11,4.2,3.8,4.5,9.25186634
2007,YR2007,Slovak Republic,SVK,Yes,78.1,70.5,74.20731707,14940,80320407668,7.7,6.9,8.4,7.17735338
2007,YR2007,Slovenia,SVN,Yes,82.3,75,78.56097561,21800,43990126094,3.8,3.5,4.1,7.51139164
2007,YR2007,Spain,ESP,Yes,84.1,77.8,80.87317073,29770,1.34626E+12,4.4,4,4.7,7.9186573
2007,YR2007,Sweden,SWE,Yes,83,78.9,80.9,52310,4.78522E+11,3.3,3,3.6,7.99607754
2007,YR2007,Switzerland,CHE,Yes,84.2,79.4,81.74146341,64120,4.8417E+11,4.8,4.4,5.2,9.36357594
2007,YR2007,Turkiye,TUR,Yes,77.442,70.987,74.193,8840,6.2294E+11,22.5,21.3,23.6,5.23760796
2007,YR2007,United Kingdom,GBR,Yes,81.6,77.4,79.44878049,47360,2.90436E+12,5.8,5.2,6.3,8.60300064
2007,YR2007,United States,USA,Yes,80.6,75.5,77.98780488,48500,1.46109E+13,7.7,7,8.5,14.91463089
2006,YR2006,Australia,AUS,Yes,83.5,78.7,81.04146341,34580,7.07146E+11,5.6,5,6.1,7.98143196
2006,YR2006,Austria,AUT,Yes,82.8,77.1,79.8804878,41500,3.43188E+11,4.7,4.3,5.2,9.5311327
2006,YR2006,Belgium,BEL,Yes,82.3,76.6,79.3804878,39940,4.21244E+11,4.9,4.3,5.5,9.12963009
2006,YR2006,Canada,CAN,Yes,82.91,78.29,80.54365854,37900,1.23453E+12,6,5.5,6.5,9.34210205
2006,YR2006,Chile,CHL,Yes,80.917,75.512,78.261,7430,1.21377E+11,9,8.1,9.8,6.03516722
2006,YR2006,Colombia,COL,Yes,77.075,69.961,73.468,3540,1.51321E+11,20.9,18.6,23.1,6.33551502
2006,YR2006,Costa Rica,CRI,Yes,81.064,76.079,78.514,5020,21991356699,11.2,10.1,12.3,6.93530846
2006,YR2006,Czechia,CZE,Yes,79.7,73.5,76.52439024,14000,1.43356E+11,4.1,3.6,4.6,6.16380167
2006,YR2006,Denmark,DNK,Yes,80.4,75.9,78.09512195,53540,2.9109E+11,4.6,4.2,5.1,9.16879559
2006,YR2006,Estonia,EST,Yes,78.3,67.35,72.69146341,11500,15485446036,6.5,5.8,7.2,4.76235056
2006,YR2006,Finland,FIN,Yes,82.8,75.8,79.21463415,42840,2.256E+11,3.6,3.2,4,8.2841177
2006,YR2006,France,FRA,Yes,84.5,77.3,80.81219512,37880,2.41044E+12,4.5,4,5,10.38566494
2006,YR2006,Germany,DEU,Yes,82,76.4,79.13170732,38270,3.15215E+12,4.6,4.1,5,10.17995167
2006,YR2006,Greece,GRC,Yes,82,77,79.43902439,24570,2.70791E+11,4.3,4,4.6,8.25866985
2006,YR2006,Hungary,HUN,Yes,77.4,69,73.09756098,11240,1.13223E+11,7.2,6.6,7.8,7.77566671
2006,YR2006,Iceland,ISL,Yes,82.9,79.5,81.15853659,53450,16237833500,3,2.7,3.2,8.55709076
2006,YR2006,Ireland,IRL,Yes,81.7,76.9,79.24146341,47950,2.04926E+11,4.9,4.4,5.3,7.51646948
2006,YR2006,Israel,ISR,Yes,82.5,78.7,80.55365854,23030,1.62455E+11,5.3,4.9,5.7,6.90668821
2006,YR2006,Italy,ITA,Yes,84.1,78.6,81.28292683,34280,1.99316E+12,4.3,4,4.7,8.43673038
2006,YR2006,Japan,JPN,Yes,85.81,79,82.32195122,40590,5.18986E+12,3.6,3.4,3.9,7.68688869
2006,YR2006,"Korea, Rep.",KOR,Yes,82.1,75.4,78.66829268,20800,1.00751E+12,5.2,4.8,5.5,4.94396782
2006,YR2006,Latvia,LVA,Yes,76.5,65.5,70.86585366,8930,19817207069,9.9,9,10.7,5.70438385
2006,YR2006,Lithuania,LTU,Yes,77.1,65.3,71.05609756,8800,28786512528,8.6,7.7,9.4,5.84418154
2006,YR2006,Luxembourg,LUX,Yes,81.9,76.8,79.28780488,71370,33732930765,3.2,2.9,3.5,6.6364212
2006,YR2006,Mexico,MEX,Yes,76.981,71.697,74.331,8750,9.34906E+11,22.1,19.8,24.2,5.65525484
2006,YR2006,Netherlands,NLD,Yes,81.9,77.6,79.69756098,45270,7.40037E+11,5.1,4.6,5.6,9.08055115
2006,YR2006,New Zealand,NZL,Yes,82.2,78,80.04878049,26390,1.10424E+11,6.5,5.9,7.2,8.63841629
2006,YR2006,Norway,NOR,Yes,82.7,78.1,80.34390244,70300,3.27663E+11,3.9,3.5,4.3,7.91272163
2006,YR2006,Poland,POL,Yes,79.6,70.9,75.14390244,8420,3.21133E+11,7.3,6.6,8,5.80280542
2006,YR2006,Portugal,PRT,Yes,81.8,75.2,78.4195122,19410,2.0428E+11,4.4,3.9,4.8,9.35422611
2006,YR2006,Slovak Republic,SVK,Yes,78.2,70.4,74.20487805,12950,69598371466,7.9,7.1,8.7,6.85076714
2006,YR2006,Slovenia,SVN,Yes,81.8,74.55,78.08658537,19820,39772117175,4,3.6,4.3,7.82322693
2006,YR2006,Spain,ESP,Yes,84.1,77.7,80.82195122,27850,1.23659E+12,4.5,4.1,5,7.8290596
2006,YR2006,Sweden,SWE,Yes,82.9,78.7,80.74878049,49150,4.46298E+11,3.5,3.1,3.7,8.05226612
2006,YR2006,Switzerland,CHE,Yes,84,79.1,81.4902439,65290,4.88635E+11,4.9,4.5,5.4,9.53341675
2006,YR2006,Turkiye,TUR,Yes,77.124,70.624,73.845,7790,5.41999E+11,24.2,23,25.4,5.14591694
2006,YR2006,United Kingdom,GBR,Yes,81.4,77.2,79.24878049,44800,2.72589E+12,5.9,5.3,6.5,8.62720299
2006,YR2006,United States,USA,Yes,80.3,75.2,77.68780488,47830,1.42726E+13,7.9,7.1,8.6,14.70358467
2005,YR2005,Australia,AUS,Yes,83.3,78.5,80.84146341,30720,6.19928E+11,5.7,5.1,6.3,7.97402954
2005,YR2005,Austria,AUT,Yes,82.2,76.6,79.33170732,38770,3.1901E+11,4.9,4.4,5.4,9.62702942
2005,YR2005,Belgium,BEL,Yes,81.9,76.2,78.9804878,37780,3.95909E+11,5,4.5,5.6,9.22374916
2005,YR2005,Canada,CAN,Yes,82.52,77.82,80.11268293,34310,1.10627E+12,6.1,5.6,6.6,9.03540611
2005,YR2005,Chile,CHL,Yes,81.078,74.912,78.016,6270,1.01384E+11,9.1,8.2,10,6.58871555
2005,YR2005,Colombia,COL,Yes,76.766,69.513,73.081,3030,1.27738E+11,21.5,19.1,23.8,6.06709862
2005,YR2005,Costa Rica,CRI,Yes,80.862,76.231,78.505,4610,19905021171,11.3,10.2,12.4,6.6642971
2005,YR2005,Czechia,CZE,Yes,79.1,72.9,75.92439024,12480,1.27386E+11,4.4,3.8,4.9,6.34086704
2005,YR2005,Denmark,DNK,Yes,80.2,75.6,77.84390244,49610,2.68879E+11,4.8,4.4,5.3,9.0905695
2005,YR2005,Estonia,EST,Yes,78.1,67.3,72.56829268,9730,13177819041,7.1,6.3,7.9,5.0549798
2005,YR2005,Finland,FIN,Yes,82.3,75.5,78.81707317,40230,2.11061E+11,3.7,3.4,4.1,8.28795624
2005,YR2005,France,FRA,Yes,83.8,76.7,80.16341463,35920,2.26968E+12,4.6,4.1,5.1,10.2148447
2005,YR2005,Germany,DEU,Yes,81.8,76.2,78.93170732,35770,2.94967E+12,4.7,4.3,5.2,10.31153965
2005,YR2005,Greece,GRC,Yes,81.8,76.8,79.23902439,..,..,4.6,4.2,4.9,8.56466961
2005,YR2005,Hungary,HUN,Yes,76.9,68.6,72.64878049,10380,1.04753E+11,7.6,6.9,8.2,7.98271132
2005,YR2005,Iceland,ISL,Yes,83.5,79.6,81.50243902,50520,14990685765,3.1,2.8,3.3,8.94694996
2005,YR2005,Ireland,IRL,Yes,81.3,76.7,78.94390244,44640,1.85699E+11,5.2,4.7,5.6,7.64242792
2005,YR2005,Israel,ISR,Yes,82.2,78.2,80.15121951,22190,1.53783E+11,5.6,5.2,6,7.11747074
2005,YR2005,Italy,ITA,Yes,83.6,78.1,80.78292683,32480,1.88292E+12,4.5,4.1,4.8,8.33931828
2005,YR2005,Japan,JPN,Yes,85.52,78.56,81.95512195,41280,5.27387E+12,3.7,3.5,4,7.65818596
2005,YR2005,"Korea, Rep.",KOR,Yes,81.6,74.9,78.16829268,18520,8.9224E+11,5.6,5.2,5.9,4.61782169
2005,YR2005,Latvia,LVA,Yes,77.4,65.6,71.35609756,7390,16538722318,10.5,9.6,11.4,5.83247328
2005,YR2005,Lithuania,LTU,Yes,77.4,65.4,71.25365854,7560,25130410982,9,8.1,9.9,5.64800453
2005,YR2005,Luxembourg,LUX,Yes,82.3,76.7,79.43170732,73180,34038648793,3.4,3,3.7,7.12328196
2005,YR2005,Mexico,MEX,Yes,76.986,71.782,74.376,8100,8.53741E+11,22.9,20.6,25.1,5.83612156
2005,YR2005,Netherlands,NLD,Yes,81.6,77.2,79.34634146,41960,6.84822E+11,5.3,4.8,5.9,9.09666824
2005,YR2005,New Zealand,NZL,Yes,81.9,77.9,79.85121951,25450,1.05214E+11,6.6,5.9,7.3,8.27334881
2005,YR2005,Norway,NOR,Yes,82.5,77.7,80.04146341,64050,2.96106E+11,4.1,3.6,4.5,8.32839584
2005,YR2005,Poland,POL,Yes,79.4,70.8,74.99512195,7330,2.79624E+11,7.6,6.8,8.2,5.80689144
2005,YR2005,Portugal,PRT,Yes,81.4,74.9,78.07073171,18600,1.95411E+11,4.6,4.2,5,9.65306759
2005,YR2005,Slovak Republic,SVK,Yes,77.9,70.1,73.90487805,11370,61091197153,8.2,7.4,9,6.58870029
2005,YR2005,Slovenia,SVN,Yes,81.3,74.1,77.61219512,18310,36623155601,4.2,3.8,4.5,7.99595737
2005,YR2005,Spain,ESP,Yes,83.5,77,80.17073171,25910,1.13111E+12,4.7,4.3,5.2,7.73191881
2005,YR2005,Sweden,SWE,Yes,82.8,78.4,80.54634146,45770,4.13325E+11,3.6,3.3,3.9,8.1508379
2005,YR2005,Switzerland,CHE,Yes,83.9,78.7,81.23658537,62780,4.66872E+11,5.1,4.6,5.5,10.004179
2005,YR2005,Turkiye,TUR,Yes,76.867,70.278,73.534,6750,4.63422E+11,26.1,24.8,27.4,4.89389706
2005,YR2005,United Kingdom,GBR,Yes,81.2,77,79.04878049,42700,2.57943E+12,6,5.4,6.6,8.3883543
2005,YR2005,United States,USA,Yes,80.1,75,77.48780488,46180,1.36466E+13,8,7.1,8.8,14.57448006
2004,YR2004,Australia,AUS,Yes,83,78.1,80.4902439,25830,5.14917E+11,5.8,5.2,6.4,8.09003353
2004,YR2004,Austria,AUT,Yes,82.1,76.4,79.1804878,33850,2.7666E+11,5.1,4.5,5.6,9.70939922
2004,YR2004,Belgium,BEL,Yes,81.9,76,78.87804878,32910,3.42924E+11,5.2,4.6,5.7,9.32808685
2004,YR2004,Canada,CAN,Yes,82.42,77.68,79.99219512,29530,9.43152E+11,6.1,5.6,6.6,9.06628132
2004,YR2004,Chile,CHL,Yes,80.72,74.479,77.616,5260,84244546840,9.3,8.4,10.2,6.90114975
2004,YR2004,Colombia,COL,Yes,76.495,69.032,72.695,2640,1.10136E+11,22.2,19.6,24.6,5.79892778
2004,YR2004,Costa Rica,CRI,Yes,80.635,76.104,78.331,4350,18499694876,11.5,10.4,12.6,6.63006067
2004,YR2004,Czechia,CZE,Yes,79,72.6,75.72195122,10260,1.04583E+11,4.6,4,5.1,6.35071039
2004,YR2004,Denmark,DNK,Yes,79.9,75.2,77.49268293,42640,2.30449E+11,5,4.5,5.5,9.00743198
2004,YR2004,Estonia,EST,Yes,77.8,66.3,71.9097561,7500,10218911833,7.8,6.9,8.6,5.11891699
2004,YR2004,Finland,FIN,Yes,82.3,75.3,78.71463415,35380,1.84951E+11,3.9,3.5,4.2,8.05912876
2004,YR2004,France,FRA,Yes,83.8,76.7,80.16341463,31450,1.97249E+12,4.8,4.2,5.3,10.16429329
2004,YR2004,Germany,DEU,Yes,81.6,75.9,78.6804878,31670,2.61302E+12,4.9,4.4,5.3,10.14603233
2004,YR2004,Greece,GRC,Yes,81.6,76.6,79.03902439,..,..,4.9,4.5,5.2,8.0939045
2004,YR2004,Hungary,HUN,Yes,76.9,68.6,72.64878049,8650,87458389224,7.9,7.2,8.6,7.7565484
2004,YR2004,Iceland,ISL,Yes,83.2,78.9,80.99756098,42020,12273035647,3.2,3,3.5,9.32854366
2004,YR2004,Ireland,IRL,Yes,81.1,76.1,78.53902439,37840,1.54008E+11,5.6,5.1,6.1,7.21972942
2004,YR2004,Israel,ISR,Yes,82.4,78,80.14634146,20680,1.40833E+11,5.8,5.4,6.2,7.02140188
2004,YR2004,Italy,ITA,Yes,83.7,78,80.7804878,28360,1.63588E+12,4.6,4.3,5,8.16549301
2004,YR2004,Japan,JPN,Yes,85.59,78.64,82.0302439,39000,4.98205E+12,3.9,3.6,4.1,7.53518438
2004,YR2004,"Korea, Rep.",KOR,Yes,81.2,74.3,77.66585366,16200,7.78811E+11,6,5.6,6.4,4.38896465
2004,YR2004,Latvia,LVA,Yes,77.2,67.1,72.02682927,5830,13193792964,11.1,10.2,12.1,6.20221329
2004,YR2004,Lithuania,LTU,Yes,77.8,66.4,71.96097561,6010,20291492625,9.3,8.4,10.2,5.51149988
2004,YR2004,Luxembourg,LUX,Yes,82.4,76,79.12195122,62680,28714614336,3.5,3.2,3.9,7.2793355
2004,YR2004,Mexico,MEX,Yes,76.983,71.781,74.372,7860,8.17521E+11,23.8,21.4,26.1,5.9539032
2004,YR2004,Netherlands,NLD,Yes,81.4,76.9,79.09512195,36630,5.96355E+11,5.5,4.9,6.1,9.1107645
2004,YR2004,New Zealand,NZL,Yes,81.7,77.5,79.54878049,21530,87986792904,6.7,6,7.4,7.90090561
2004,YR2004,Norway,NOR,Yes,82.3,77.5,79.84146341,54290,2.49313E+11,4.2,3.8,4.7,8.82115746
2004,YR2004,Poland,POL,Yes,79.2,70.7,74.84634146,6260,2.3892E+11,7.8,7.1,8.5,5.86845207
2004,YR2004,Portugal,PRT,Yes,81,74.5,77.67073171,16190,1.69755E+11,5,4.5,5.5,9.5325079
2004,YR2004,Slovak Republic,SVK,Yes,77.8,70.3,73.95853659,9060,48686151198,8.5,7.6,9.3,6.37190437
2004,YR2004,Slovenia,SVN,Yes,81.1,73.5,77.20731707,15610,31173357006,4.4,4,4.8,7.93957281
2004,YR2004,Spain,ESP,Yes,83.2,76.7,79.87073171,22130,9.50024E+11,4.9,4.4,5.3,7.65842772
2004,YR2004,Sweden,SWE,Yes,82.7,78.4,80.49756098,39790,3.57822E+11,3.7,3.4,4.1,8.1296196
2004,YR2004,Switzerland,CHE,Yes,83.7,78.6,81.08780488,55000,4.0644E+11,5.2,4.7,5.7,10.1849556
2004,YR2004,Turkiye,TUR,Yes,76.564,69.996,73.24,5210,3.53354E+11,28.1,26.7,29.5,4.9096446
2004,YR2004,United Kingdom,GBR,Yes,81,76.6,78.74634146,37810,2.26801E+12,6.1,5.5,6.7,8.32724667
2004,YR2004,United States,USA,Yes,80.1,75,77.48780488,43510,1.27402E+13,8.1,7.2,8.9,14.54663658
2003,YR2003,Australia,AUS,Yes,82.8,77.8,80.23902439,21370,4.21474E+11,5.9,5.3,6.5,7.88292599
2003,YR2003,Austria,AUT,Yes,81.5,75.9,78.63170732,28100,2.28183E+11,5.2,4.7,5.7,9.5472393
2003,YR2003,Belgium,BEL,Yes,81.1,75.3,78.12926829,27100,2.81156E+11,5.3,4.7,5.9,9.16443539
2003,YR2003,Canada,CAN,Yes,82.23,77.32,79.71512195,25480,8.06281E+11,6.2,5.6,6.7,9.01090145
2003,YR2003,Chile,CHL,Yes,80.433,74.306,77.387,4620,73254188607,9.5,8.6,10.4,7.33330393
2003,YR2003,Colombia,COL,Yes,76.252,68.622,72.361,2400,98456176452,22.8,20.2,25.4,5.77505875
2003,YR2003,Costa Rica,CRI,Yes,80.412,75.82,78.072,4000,16769538004,11.8,10.6,12.9,6.9691925
2003,YR2003,Czechia,CZE,Yes,78.5,72,75.17073171,8110,82646418909,4.8,4.2,5.3,6.52412462
2003,YR2003,Denmark,DNK,Yes,79.5,74.9,77.14390244,34750,1.87336E+11,5.2,4.7,5.7,8.9036293
2003,YR2003,Estonia,EST,Yes,76.9,66,71.31707317,5730,7859558696,8.5,7.5,9.5,4.86138248
2003,YR2003,Finland,FIN,Yes,81.8,75.1,78.36829268,28800,1.50119E+11,4,3.5,4.4,7.9380517
2003,YR2003,France,FRA,Yes,82.7,75.7,79.11463415,26000,1.61847E+12,4.9,4.3,5.5,10.08283424
2003,YR2003,Germany,DEU,Yes,81.3,75.6,78.3804878,26140,2.15776E+12,5,4.5,5.5,10.40202236
2003,YR2003,Greece,GRC,Yes,81.3,76.5,78.84146341,..,..,5.2,4.8,5.6,8.44915581
2003,YR2003,Hungary,HUN,Yes,76.5,68.3,72.3,6630,67132861633,8.4,7.6,9.1,8.11923504
2003,YR2003,Iceland,ISL,Yes,82.5,79.5,80.96341463,33710,9761099345,3.4,3.1,3.6,9.72930241
2003,YR2003,Ireland,IRL,Yes,80.7,75.7,78.13902439,29980,1.19829E+11,6,5.5,6.6,7.00761414
2003,YR2003,Israel,ISR,Yes,81.8,77.6,79.64878049,19300,1.29102E+11,6.1,5.7,6.5,7.08494616
2003,YR2003,Italy,ITA,Yes,82.8,77.3,79.98292683,23410,1.34151E+12,4.8,4.5,5.2,7.83297729
2003,YR2003,Japan,JPN,Yes,85.33,78.36,81.76,35660,4.55434E+12,4,3.7,4.3,7.48654842
2003,YR2003,"Korea, Rep.",KOR,Yes,80.8,73.8,77.21463415,13790,6.60341E+11,6.4,5.9,6.8,4.4238739
2003,YR2003,Latvia,LVA,Yes,76.9,65.9,71.26585366,4670,10694645161,11.9,10.8,12.9,5.4793458
2003,YR2003,Lithuania,LTU,Yes,77.9,66.5,72.06097561,4700,16040367647,9.6,8.6,10.5,6.18627787
2003,YR2003,Luxembourg,LUX,Yes,80.8,74.8,77.72682927,46050,20798276250,3.8,3.4,4.1,6.96221447
2003,YR2003,Mexico,MEX,Yes,76.921,71.653,74.274,7410,7.59045E+11,24.8,22.3,27.2,5.81486416
2003,YR2003,Netherlands,NLD,Yes,80.9,76.2,78.49268293,30290,4.91501E+11,5.7,5.1,6.3,9.05657101
2003,YR2003,New Zealand,NZL,Yes,81.4,77,79.14634146,16990,68410021269,6.9,6.2,7.6,7.72169256
2003,YR2003,Norway,NOR,Yes,81.9,77,79.3902439,44830,2.04651E+11,4.4,3.9,4.8,9.21471977
2003,YR2003,Poland,POL,Yes,78.9,70.5,74.59756098,5500,2.10093E+11,8.1,7.3,8.9,5.95371294
2003,YR2003,Portugal,PRT,Yes,80.6,74,77.2195122,13290,1.39029E+11,5.5,5,6,9.12415695
2003,YR2003,Slovak Republic,SVK,Yes,77.6,69.8,73.60487805,6980,37500890032,8.8,7.9,9.6,5.44849873
2003,YR2003,Slovenia,SVN,Yes,80.7,73.2,76.85853659,12630,25205597037,4.7,4.2,5.1,8.09883499
2003,YR2003,Spain,ESP,Yes,83,76.4,79.6195122,18080,7.62627E+11,5,4.5,5.5,7.563272
2003,YR2003,Sweden,SWE,Yes,82.4,77.9,80.09512195,32750,2.93386E+11,3.9,3.5,4.2,8.31724644
2003,YR2003,Switzerland,CHE,Yes,83.2,78,80.53658537,46660,3.42459E+11,5.3,4.8,5.8,10.10937691
2003,YR2003,Turkiye,TUR,Yes,76.252,69.624,72.89,3900,2.60872E+11,30.3,28.8,31.8,5.01427698
2003,YR2003,United Kingdom,GBR,Yes,80.7,76.3,78.44634146,32250,1.9235E+12,6.2,5.6,6.8,8.07401752
2003,YR2003,United States,USA,Yes,79.7,74.5,77.03658537,39750,1.15331E+13,8.1,7.2,9,14.50113487
2002,YR2002,Australia,AUS,Yes,82.6,77.4,79.93658537,20200,3.93777E+11,6,5.3,6.6,7.87807608
2002,YR2002,Austria,AUT,Yes,81.7,75.8,78.67804878,25030,2.02319E+11,5.3,4.8,5.9,9.3947649
2002,YR2002,Belgium,BEL,Yes,81.2,75.1,78.07560976,24060,2.48631E+11,5.5,4.8,6.1,8.3182106
2002,YR2002,Canada,CAN,Yes,82.02,77.16,79.53073171,23580,7.39542E+11,6.2,5.6,6.7,8.85670471
2002,YR2002,Chile,CHL,Yes,80.582,74.252,77.445,4570,71720503428,9.8,8.8,10.7,7.26602364
2002,YR2002,Colombia,COL,Yes,75.981,68.076,71.939,2400,97018118698,23.6,20.8,26.1,5.73295689
2002,YR2002,Costa Rica,CRI,Yes,80.374,75.692,77.983,3750,15451316608,12.1,10.9,13.4,6.86908817
2002,YR2002,Czechia,CZE,Yes,78.5,72.1,75.22195122,6650,67782248703,5,4.4,5.5,6.17736149
2002,YR2002,Denmark,DNK,Yes,79.2,74.7,76.89512195,30850,1.65858E+11,5.4,4.9,5.9,8.70251179
2002,YR2002,Estonia,EST,Yes,77,65.1,70.90487805,4620,6368426360,9.3,8.2,10.3,4.70329475
2002,YR2002,Finland,FIN,Yes,81.5,74.9,78.1195122,25620,1.33251E+11,4.1,3.6,4.5,7.62769508
2002,YR2002,France,FRA,Yes,83,75.7,79.26097561,23150,1.43074E+12,5.1,4.5,5.7,10.02218628
2002,YR2002,Germany,DEU,Yes,81.2,75.4,78.22926829,23680,1.95307E+12,5.1,4.6,5.6,10.18365669
2002,YR2002,Greece,GRC,Yes,81.1,76.3,78.64146341,..,..,5.6,5.1,6,8.23377991
2002,YR2002,Hungary,HUN,Yes,76.6,68.3,72.34878049,5290,53752940331,9,8.1,9.7,7.1210165
2002,YR2002,Iceland,ISL,Yes,82.5,78.6,80.50243902,30930,8892356946,3.6,3.3,3.8,9.40382481
2002,YR2002,Ireland,IRL,Yes,80.4,75,77.63414634,24920,97985442582,6.5,5.9,7.1,6.67263031
2002,YR2002,Israel,ISR,Yes,81.5,77.5,79.45121951,19130,1.25692E+11,6.4,6,6.8,7.14622402
2002,YR2002,Italy,ITA,Yes,83.2,77.4,80.22926829,20770,1.18503E+12,5.1,4.7,5.4,7.86693573
2002,YR2002,Japan,JPN,Yes,85.23,78.32,81.69073171,35360,4.50678E+12,4.1,3.8,4.4,7.35235405
2002,YR2002,"Korea, Rep.",KOR,Yes,80.3,73.4,76.76585366,12850,6.12248E+11,6.8,6.3,7.2,4.16491032
2002,YR2002,Latvia,LVA,Yes,76.8,65.4,70.96097561,3940,9091776511,12.6,11.4,13.7,5.76281166
2002,YR2002,Lithuania,LTU,Yes,77.6,66.2,71.76097561,3820,13154225028,9.9,8.9,10.9,6.14446115
2002,YR2002,Luxembourg,LUX,Yes,81.5,74.6,77.96585366,42520,18969331997,4,3.6,4.4,6.76099968
2002,YR2002,Mexico,MEX,Yes,76.826,71.422,74.106,7150,7.21831E+11,25.9,23.3,28.4,5.0716424
