"","Year","Time.Code","Country_Name","Country_Code","OECD","LifeExp_Female","LifeExp_Male","LifeExp_Total","GNIPerCapita","GNI","Mortality_U5_Total","Mortality_U5_Female","Mortality_U5_Male","HealthExp_percent_GDP"
"412",2009,"YR2009","Chile","CHL","Yes",81.481,75.941,78.741,9980,1.67943e+11,8.8,8,9.6,7.20918465
"413",2009,"YR2009","Colombia","COL","Yes",78.054,71.487,74.742,5190,2.30155e+11,19,16.9,21,7.31134653
"414",2009,"YR2009","Costa Rica","CRI","Yes",81.236,76.216,78.672,6480,29557534192,10.7,9.8,11.7,7.86019135
"415",2009,"YR2009","Czechia","CZE","Yes",80.1,74.2,77.07804878,18840,1.96751e+11,3.5,3.1,4,7.24880648
"416",2009,"YR2009","Denmark","DNK","Yes",80.8,76.5,78.59756098,60090,3.31855e+11,4.2,3.8,4.6,10.67432022
"417",2009,"YR2009","Estonia","EST","Yes",80.1,69.8,74.82439024,14570,19437433582,5,4.5,5.5,6.54903364
"418",2009,"YR2009","Finland","FIN","Yes",83.1,76.5,79.7195122,48950,2.61355e+11,3.2,2.9,3.5,9.16122341
"419",2009,"YR2009","France","FRA","Yes",85,78,81.41463415,44070,2.85151e+12,4.3,3.8,4.7,11.28756237
"420",2009,"YR2009","Germany","DEU","Yes",82.5,77.3,79.83658537,43660,3.57576e+12,4.3,3.8,4.7,11.23791218
"421",2009,"YR2009","Hungary","HUN","Yes",77.9,70.1,73.90487805,13410,1.34448e+11,6.2,5.7,6.7,7.21973991
"422",2009,"YR2009","Iceland","ISL","Yes",83.8,79.8,81.75121951,41860,13331237721,2.7,2.5,2.9,8.77518463
"423",2009,"YR2009","Ireland","IRL","Yes",82.7,77.8,80.1902439,46810,2.12293e+11,4.3,3.9,4.7,10.52275753
"424",2009,"YR2009","Israel","ISR","Yes",83.3,79.6,81.40487805,27940,2.09114e+11,4.7,4.4,5.1,7.04995871
"425",2009,"YR2009","Italy","ITA","Yes",84.3,79.1,81.63658537,37990,2.24499e+12,4.1,3.7,4.4,8.95162296
"426",2009,"YR2009","Japan","JPN","Yes",86.44,79.59,82.93146341,39230,5.02345e+12,3.3,3.1,3.5,8.9587822
"427",2009,"YR2009","Korea, Rep.","KOR","Yes",83.4,76.7,79.96829268,22040,1.08654e+12,4.3,4,4.6,5.78228998
"428",2009,"YR2009","Latvia","LVA","Yes",78.1,68.3,73.0804878,14120,30237450832,8.3,7.6,9,6.09759474
"429",2009,"YR2009","Lithuania","LTU","Yes",78.6,67.5,72.91463415,12460,39412339364,6.7,6.1,7.3,7.36587334
"430",2009,"YR2009","Luxembourg","LUX","Yes",83.3,78.1,80.63658537,70650,35168243373,2.9,2.6,3.2,6.94993162
"431",2009,"YR2009","Mexico","MEX","Yes",76.993,71.273,74.119,8940,9.92381e+11,19.8,17.9,21.7,6.12978458
"432",2009,"YR2009","Netherlands","NLD","Yes",82.7,78.5,80.54878049,52310,8.64707e+11,4.6,4.1,5,9.9929266
"433",2009,"YR2009","New Zealand","NZL","Yes",82.7,78.8,80.70243902,29680,1.2771e+11,6.3,5.7,6.9,9.62076378
"434",2009,"YR2009","Norway","NOR","Yes",83.1,78.6,80.79512195,88130,4.25576e+11,3.4,3.1,3.8,9.07431412
"435",2009,"YR2009","Poland","POL","Yes",80.1,71.5,75.69512195,12490,4.76653e+11,6.3,5.7,6.9,6.587708
"436",2009,"YR2009","Portugal","PRT","Yes",81.8,75.8,78.72682927,22990,2.42936e+11,3.9,3.5,4.3,10.13070393
"437",2009,"YR2009","Slovak Republic","SVK","Yes",78.7,71.3,74.9097561,17150,92370488248,7.2,6.4,7.9,7.94779444
"438",2009,"YR2009","Slovenia","SVN","Yes",82.3,75.8,78.97073171,24450,49876204953,3.4,3.1,3.7,8.54080105
"439",2009,"YR2009","Spain","ESP","Yes",84.6,78.5,81.47560976,32560,1.50957e+12,4,3.7,4.3,9.10764217
"440",2009,"YR2009","Sweden","SWE","Yes",83.4,79.4,81.35121951,52640,4.89503e+11,3.1,2.9,3.4,8.77037907
"441",2009,"YR2009","Switzerland","CHE","Yes",84.4,79.8,82.04390244,71800,5.55993e+11,4.6,4.2,5,10.06906986
"442",2009,"YR2009","Turkiye","TUR","Yes",77.988,71.57,74.765,9520,6.87843e+11,19.5,18.4,20.4,5.49438715
"443",2009,"YR2009","United Kingdom","GBR","Yes",82.1,78.1,80.05121951,44170,2.75104e+12,5.4,4.8,5.9,10.03383827
"444",2009,"YR2009","United States","USA","Yes",80.9,76,78.3902439,47870,1.46847e+13,7.5,6.7,8.2,16.19877434
"445",2008,"YR2008","Australia","AUS","Yes",83.7,79.2,81.39512195,42380,9.00541e+11,5.2,4.7,5.7,8.25374031
"446",2008,"YR2008","Austria","AUT","Yes",83.3,77.7,80.43170732,49210,4.09461e+11,4.5,4.1,5,9.72564602
"447",2008,"YR2008","Belgium","BEL","Yes",82.6,76.9,79.6804878,46570,4.98712e+11,4.7,4.1,5.2,9.5951395
"448",2008,"YR2008","Canada","CAN","Yes",83.05,78.51,80.72463415,44940,1.49401e+12,5.9,5.4,6.3,9.60754967
"449",2008,"YR2008","Chile","CHL","Yes",81.25,75.674,78.484,10060,1.67565e+11,8.9,8,9.7,6.74047947
"450",2008,"YR2008","Colombia","COL","Yes",77.731,70.933,74.295,4770,2.08788e+11,19.6,17.5,21.7,6.84192705
"451",2008,"YR2008","Costa Rica","CRI","Yes",81.016,75.99,78.445,6350,28603533324,10.9,9.9,11.9,7.46854782
"452",2008,"YR2008","Czechia","CZE","Yes",80.1,74,76.97560976,18510,1.922e+11,3.7,3.3,4.2,6.33024931
"453",2008,"YR2008","Denmark","DNK","Yes",80.7,76.3,78.44634146,60390,3.31766e+11,4.3,3.9,4.7,9.51134396
"454",2008,"YR2008","Estonia","EST","Yes",79.2,68.6,73.77073171,15190,20312416456,5.5,4.9,6,5.71727228
"455",2008,"YR2008","Finland","FIN","Yes",83,76.3,79.56829268,50160,2.66547e+11,3.3,3,3.6,8.34310627
"456",2008,"YR2008","France","FRA","Yes",84.8,77.8,81.21463415,43540,2.80306e+12,4.4,3.9,4.8,10.50084686
"457",2008,"YR2008","Germany","DEU","Yes",82.4,77.2,79.73658537,43650,3.58435e+12,4.4,3.9,4.8,10.25128746
"458",2008,"YR2008","Hungary","HUN","Yes",77.8,69.8,73.70243902,13250,1.32995e+11,6.5,5.9,7,7.08621168
"459",2008,"YR2008","Iceland","ISL","Yes",83.3,80,81.6097561,50060,15890355241,2.8,2.6,3,8.34370804
"460",2008,"YR2008","Ireland","IRL","Yes",82.4,77.9,80.09512195,50940,2.28685e+11,4.4,4,4.8,9.12564754
"461",2008,"YR2008","Israel","ISR","Yes",83,79,80.95121951,26900,1.96584e+11,4.9,4.5,5.2,6.94865084
"462",2008,"YR2008","Italy","ITA","Yes",84.2,78.9,81.48536585,37980,2.23443e+12,4.1,3.8,4.5,8.53282356
"463",2008,"YR2008","Japan","JPN","Yes",86.05,79.29,82.58756098,39380,5.04354e+12,3.4,3.2,3.6,8.08909321
"464",2008,"YR2008","Korea, Rep.","KOR","Yes",83,76.2,79.51707317,23860,1.17024e+12,4.5,4.2,4.8,5.39896774
"465",2008,"YR2008","Latvia","LVA","Yes",77.9,67.2,72.4195122,13520,29446975679,8.8,8.1,9.5,5.58478308
"466",2008,"YR2008","Lithuania","LTU","Yes",77.6,66.3,71.81219512,12680,40543688819,7.4,6.7,8,6.29453707
"467",2008,"YR2008","Luxembourg","LUX","Yes",83.1,78.1,80.53902439,86000,42022928044,3,2.7,3.3,6.23101091
"468",2008,"YR2008","Mexico","MEX","Yes",76.952,71.376,74.152,9880,1.08371e+12,20.5,18.5,22.5,5.69886971
"469",2008,"YR2008","Netherlands","NLD","Yes",82.3,78.3,80.25121951,51670,8.49824e+11,4.7,4.2,5.2,9.27660465
"470",2008,"YR2008","New Zealand","NZL","Yes",82.4,78.4,80.35121951,28610,1.21885e+11,6.4,5.7,7,9.12382889
"471",2008,"YR2008","Norway","NOR","Yes",83,78.3,80.59268293,87850,4.18899e+11,3.6,3.2,3.9,7.96075296
"472",2008,"YR2008","Poland","POL","Yes",80,71.3,75.54390244,11940,4.55151e+11,6.7,6,7.3,6.37592173
"473",2008,"YR2008","Portugal","PRT","Yes",81.7,75.5,78.52439024,22640,2.39004e+11,4,3.6,4.4,9.58307838
"474",2008,"YR2008","Slovak Republic","SVK","Yes",78.7,70.9,74.70487805,17290,92993314001,7.4,6.7,8.2,6.9563446
"475",2008,"YR2008","Slovenia","SVN","Yes",82.3,75.4,78.76585366,24660,49846384069,3.6,3.3,3.9,7.85466576
"476",2008,"YR2008","Spain","ESP","Yes",84.3,78.2,81.17560976,32250,1.48199e+12,4.2,3.8,4.5,8.38226032
"477",2008,"YR2008","Sweden","SWE","Yes",83.2,79.1,81.1,55720,5.13744e+11,3.2,2.9,3.5,8.20824242
"478",2008,"YR2008","Switzerland","CHE","Yes",84.4,79.7,81.99268293,64870,4.9613e+11,4.7,4.3,5.1,9.48092842
"479",2008,"YR2008","Turkiye","TUR","Yes",77.69,71.248,74.45,9730,6.93943e+11,20.9,19.8,22,5.21761751
"480",2008,"YR2008","United Kingdom","GBR","Yes",81.7,77.6,79.6,48430,2.99354e+12,5.6,5,6.1,9.02258778
"481",2008,"YR2008","United States","USA","Yes",80.6,75.6,78.03902439,49100,1.49306e+13,7.6,6.9,8.3,15.20489883
"482",2007,"YR2007","Australia","AUS","Yes",83.7,79,81.29268293,37370,7.78255e+11,5.4,4.9,6,8.05890179
"483",2007,"YR2007","Austria","AUT","Yes",83.1,77.4,80.1804878,44540,3.69508e+11,4.6,4.1,5.1,9.53209686
"484",2007,"YR2007","Belgium","BEL","Yes",82.6,77.1,79.78292683,42740,4.54104e+11,4.8,4.2,5.3,9.13628769
"485",2007,"YR2007","Canada","CAN","Yes",82.91,78.29,80.54365854,41550,1.36653e+12,6,5.5,6.4,9.44540119
"486",2007,"YR2007","Chile","CHL","Yes",80.549,75.043,77.826,8790,1.45042e+11,8.9,8,9.7,6.17537546
"487",2007,"YR2007","Colombia","COL","Yes",77.391,70.374,73.837,4170,1.80466e+11,20.2,18,22.4,6.49102831
"488",2007,"YR2007","Costa Rica","CRI","Yes",80.934,76.089,78.462,5630,25010478074,11.1,10,12.1,6.99642611
"489",2007,"YR2007","Czechia","CZE","Yes",79.9,73.7,76.72439024,15850,1.63233e+11,3.9,3.4,4.4,5.98578405
"490",2007,"YR2007","Denmark","DNK","Yes",80.5,76,78.19512195,55740,3.04395e+11,4.5,4.1,4.9,9.3251543
"491",2007,"YR2007","Estonia","EST","Yes",78.5,67.4,72.81463415,13430,18001208025,6,5.3,6.6,4.98252153
"492",2007,"YR2007","Finland","FIN","Yes",82.9,75.8,79.26341463,46190,2.44301e+11,3.5,3.1,3.8,8.08359432
"493",2007,"YR2007","France","FRA","Yes",84.8,77.6,81.11219512,40160,2.57082e+12,4.4,3.9,4.9,10.31564426
"494",2007,"YR2007","Germany","DEU","Yes",82.3,76.9,79.53414634,40470,3.32951e+12,4.5,4,4.9,10.05132961
"495",2007,"YR2007","Hungary","HUN","Yes",77.3,69.2,73.15121951,11770,1.18347e+11,6.8,6.3,7.4,7.2018342
"496",2007,"YR2007","Iceland","ISL","Yes",83.4,79.6,81.45365854,61880,19278811949,2.9,2.6,3.1,8.3535862
"497",2007,"YR2007","Ireland","IRL","Yes",82.1,77.3,79.64146341,50540,2.22311e+11,4.6,4.2,5,7.80773735
"498",2007,"YR2007","Israel","ISR","Yes",82.4,78.7,80.50487805,24710,1.77442e+11,5.1,4.7,5.5,6.87812519
"499",2007,"YR2007","Italy","ITA","Yes",84.2,78.8,81.43414634,35930,2.0997e+12,4.2,3.9,4.6,8.13610077
"500",2007,"YR2007","Japan","JPN","Yes",85.99,79.19,82.50707317,39310,5.03204e+12,3.5,3.3,3.8,7.77935696
"501",2007,"YR2007","Korea, Rep.","KOR","Yes",82.5,75.9,79.1195122,23440,1.14102e+12,4.8,4.5,5.1,5.11490774
"502",2007,"YR2007","Latvia","LVA","Yes",76.5,65.8,71.0195122,11230,24703134704,9.3,8.5,10.1,5.51350451
"503",2007,"YR2007","Lithuania","LTU","Yes",77.2,64.9,70.9,10600,34245356102,8,7.3,8.7,5.7643218
"504",2007,"YR2007","Luxembourg","LUX","Yes",82.2,76.7,79.38292683,85730,41149038268,3.1,2.8,3.4,6.15803099
"505",2007,"YR2007","Mexico","MEX","Yes",76.956,71.54,74.238,9330,1.00997e+12,21.3,19.1,23.3,5.76644516
"506",2007,"YR2007","Netherlands","NLD","Yes",82.3,78,80.09756098,48620,7.96477e+11,4.9,4.4,5.4,9.05292606
"507",2007,"YR2007","New Zealand","NZL","Yes",82.2,78.2,80.15121951,28150,1.18903e+11,6.5,5.8,7.1,8.32904434
"508",2007,"YR2007","Norway","NOR","Yes",82.7,78.2,80.39512195,78750,3.70859e+11,3.7,3.3,4.1,8.05085373
"509",2007,"YR2007","Poland","POL","Yes",79.7,71,75.24390244,9930,3.78652e+11,7,6.4,7.7,5.87339211
"510",2007,"YR2007","Portugal","PRT","Yes",81.6,75.2,78.32195122,20860,2.19949e+11,4.2,3.8,4.5,9.25186634
"511",2007,"YR2007","Slovak Republic","SVK","Yes",78.1,70.5,74.20731707,14940,80320407668,7.7,6.9,8.4,7.17735338
"512",2007,"YR2007","Slovenia","SVN","Yes",82.3,75,78.56097561,21800,43990126094,3.8,3.5,4.1,7.51139164
"513",2007,"YR2007","Spain","ESP","Yes",84.1,77.8,80.87317073,29770,1.34626e+12,4.4,4,4.7,7.9186573
"514",2007,"YR2007","Sweden","SWE","Yes",83,78.9,80.9,52310,4.78522e+11,3.3,3,3.6,7.99607754
"515",2007,"YR2007","Switzerland","CHE","Yes",84.2,79.4,81.74146341,64120,4.8417e+11,4.8,4.4,5.2,9.36357594
"516",2007,"YR2007","Turkiye","TUR","Yes",77.442,70.987,74.193,8840,6.2294e+11,22.5,21.3,23.6,5.23760796
"517",2007,"YR2007","United Kingdom","GBR","Yes",81.6,77.4,79.44878049,47360,2.90436e+12,5.8,5.2,6.3,8.60300064
"518",2007,"YR2007","United States","USA","Yes",80.6,75.5,77.98780488,48500,1.46109e+13,7.7,7,8.5,14.91463089
"519",2006,"YR2006","Australia","AUS","Yes",83.5,78.7,81.04146341,34580,7.07146e+11,5.6,5,6.1,7.98143196
"520",2006,"YR2006","Austria","AUT","Yes",82.8,77.1,79.8804878,41500,3.43188e+11,4.7,4.3,5.2,9.5311327
"521",2006,"YR2006","Belgium","BEL","Yes",82.3,76.6,79.3804878,39940,4.21244e+11,4.9,4.3,5.5,9.12963009
"522",2006,"YR2006","Canada","CAN","Yes",82.91,78.29,80.54365854,37900,1.23453e+12,6,5.5,6.5,9.34210205
"523",2006,"YR2006","Chile","CHL","Yes",80.917,75.512,78.261,7430,1.21377e+11,9,8.1,9.8,6.03516722
"524",2006,"YR2006","Colombia","COL","Yes",77.075,69.961,73.468,3540,1.51321e+11,20.9,18.6,23.1,6.33551502
"525",2006,"YR2006","Costa Rica","CRI","Yes",81.064,76.079,78.514,5020,21991356699,11.2,10.1,12.3,6.93530846
"526",2006,"YR2006","Czechia","CZE","Yes",79.7,73.5,76.52439024,14000,1.43356e+11,4.1,3.6,4.6,6.16380167
"527",2006,"YR2006","Denmark","DNK","Yes",80.4,75.9,78.09512195,53540,2.9109e+11,4.6,4.2,5.1,9.16879559
"528",2006,"YR2006","Estonia","EST","Yes",78.3,67.35,72.69146341,11500,15485446036,6.5,5.8,7.2,4.76235056
"529",2006,"YR2006","Finland","FIN","Yes",82.8,75.8,79.21463415,42840,2.256e+11,3.6,3.2,4,8.2841177
"530",2006,"YR2006","France","FRA","Yes",84.5,77.3,80.81219512,37880,2.41044e+12,4.5,4,5,10.38566494
"531",2006,"YR2006","Germany","DEU","Yes",82,76.4,79.13170732,38270,3.15215e+12,4.6,4.1,5,10.17995167
"532",2006,"YR2006","Hungary","HUN","Yes",77.4,69,73.09756098,11240,1.13223e+11,7.2,6.6,7.8,7.77566671
"533",2006,"YR2006","Iceland","ISL","Yes",82.9,79.5,81.15853659,53450,16237833500,3,2.7,3.2,8.55709076
"534",2006,"YR2006","Ireland","IRL","Yes",81.7,76.9,79.24146341,47950,2.04926e+11,4.9,4.4,5.3,7.51646948
"535",2006,"YR2006","Israel","ISR","Yes",82.5,78.7,80.55365854,23030,1.62455e+11,5.3,4.9,5.7,6.90668821
"536",2006,"YR2006","Italy","ITA","Yes",84.1,78.6,81.28292683,34280,1.99316e+12,4.3,4,4.7,8.43673038
"537",2006,"YR2006","Japan","JPN","Yes",85.81,79,82.32195122,40590,5.18986e+12,3.6,3.4,3.9,7.68688869
"538",2006,"YR2006","Korea, Rep.","KOR","Yes",82.1,75.4,78.66829268,20800,1.00751e+12,5.2,4.8,5.5,4.94396782
"539",2006,"YR2006","Latvia","LVA","Yes",76.5,65.5,70.86585366,8930,19817207069,9.9,9,10.7,5.70438385
"540",2006,"YR2006","Lithuania","LTU","Yes",77.1,65.3,71.05609756,8800,28786512528,8.6,7.7,9.4,5.84418154
"541",2006,"YR2006","Luxembourg","LUX","Yes",81.9,76.8,79.28780488,71370,33732930765,3.2,2.9,3.5,6.6364212
"542",2006,"YR2006","Mexico","MEX","Yes",76.981,71.697,74.331,8750,9.34906e+11,22.1,19.8,24.2,5.65525484
"543",2006,"YR2006","Netherlands","NLD","Yes",81.9,77.6,79.69756098,45270,7.40037e+11,5.1,4.6,5.6,9.08055115
"544",2006,"YR2006","New Zealand","NZL","Yes",82.2,78,80.04878049,26390,1.10424e+11,6.5,5.9,7.2,8.63841629
"545",2006,"YR2006","Norway","NOR","Yes",82.7,78.1,80.34390244,70300,3.27663e+11,3.9,3.5,4.3,7.91272163
"546",2006,"YR2006","Poland","POL","Yes",79.6,70.9,75.14390244,8420,3.21133e+11,7.3,6.6,8,5.80280542
"547",2006,"YR2006","Portugal","PRT","Yes",81.8,75.2,78.4195122,19410,2.0428e+11,4.4,3.9,4.8,9.35422611
"548",2006,"YR2006","Slovak Republic","SVK","Yes",78.2,70.4,74.20487805,12950,69598371466,7.9,7.1,8.7,6.85076714
"549",2006,"YR2006","Slovenia","SVN","Yes",81.8,74.55,78.08658537,19820,39772117175,4,3.6,4.3,7.82322693
"550",2006,"YR2006","Spain","ESP","Yes",84.1,77.7,80.82195122,27850,1.23659e+12,4.5,4.1,5,7.8290596
"551",2006,"YR2006","Sweden","SWE","Yes",82.9,78.7,80.74878049,49150,4.46298e+11,3.5,3.1,3.7,8.05226612
"552",2006,"YR2006","Switzerland","CHE","Yes",84,79.1,81.4902439,65290,4.88635e+11,4.9,4.5,5.4,9.53341675
"553",2006,"YR2006","Turkiye","TUR","Yes",77.124,70.624,73.845,7790,5.41999e+11,24.2,23,25.4,5.14591694
"554",2006,"YR2006","United Kingdom","GBR","Yes",81.4,77.2,79.24878049,44800,2.72589e+12,5.9,5.3,6.5,8.62720299
"555",2006,"YR2006","United States","USA","Yes",80.3,75.2,77.68780488,47830,1.42726e+13,7.9,7.1,8.6,14.70358467
"556",2005,"YR2005","Australia","AUS","Yes",83.3,78.5,80.84146341,30720,6.19928e+11,5.7,5.1,6.3,7.97402954
"557",2005,"YR2005","Austria","AUT","Yes",82.2,76.6,79.33170732,38770,3.1901e+11,4.9,4.4,5.4,9.62702942
"558",2005,"YR2005","Belgium","BEL","Yes",81.9,76.2,78.9804878,37780,3.95909e+11,5,4.5,5.6,9.22374916
"559",2005,"YR2005","Canada","CAN","Yes",82.52,77.82,80.11268293,34310,1.10627e+12,6.1,5.6,6.6,9.03540611
"560",2005,"YR2005","Chile","CHL","Yes",81.078,74.912,78.016,6270,1.01384e+11,9.1,8.2,10,6.58871555
"561",2005,"YR2005","Colombia","COL","Yes",76.766,69.513,73.081,3030,1.27738e+11,21.5,19.1,23.8,6.06709862
"562",2005,"YR2005","Costa Rica","CRI","Yes",80.862,76.231,78.505,4610,19905021171,11.3,10.2,12.4,6.6642971
"563",2005,"YR2005","Czechia","CZE","Yes",79.1,72.9,75.92439024,12480,1.27386e+11,4.4,3.8,4.9,6.34086704
"564",2005,"YR2005","Denmark","DNK","Yes",80.2,75.6,77.84390244,49610,2.68879e+11,4.8,4.4,5.3,9.0905695
"565",2005,"YR2005","Estonia","EST","Yes",78.1,67.3,72.56829268,9730,13177819041,7.1,6.3,7.9,5.0549798
"566",2005,"YR2005","Finland","FIN","Yes",82.3,75.5,78.81707317,40230,2.11061e+11,3.7,3.4,4.1,8.28795624
"567",2005,"YR2005","France","FRA","Yes",83.8,76.7,80.16341463,35920,2.26968e+12,4.6,4.1,5.1,10.2148447
"568",2005,"YR2005","Germany","DEU","Yes",81.8,76.2,78.93170732,35770,2.94967e+12,4.7,4.3,5.2,10.31153965
"569",2005,"YR2005","Hungary","HUN","Yes",76.9,68.6,72.64878049,10380,1.04753e+11,7.6,6.9,8.2,7.98271132
"570",2005,"YR2005","Iceland","ISL","Yes",83.5,79.6,81.50243902,50520,14990685765,3.1,2.8,3.3,8.94694996
"571",2005,"YR2005","Ireland","IRL","Yes",81.3,76.7,78.94390244,44640,1.85699e+11,5.2,4.7,5.6,7.64242792
"572",2005,"YR2005","Israel","ISR","Yes",82.2,78.2,80.15121951,22190,1.53783e+11,5.6,5.2,6,7.11747074
"573",2005,"YR2005","Italy","ITA","Yes",83.6,78.1,80.78292683,32480,1.88292e+12,4.5,4.1,4.8,8.33931828
"574",2005,"YR2005","Japan","JPN","Yes",85.52,78.56,81.95512195,41280,5.27387e+12,3.7,3.5,4,7.65818596
"575",2005,"YR2005","Korea, Rep.","KOR","Yes",81.6,74.9,78.16829268,18520,8.9224e+11,5.6,5.2,5.9,4.61782169
"576",2005,"YR2005","Latvia","LVA","Yes",77.4,65.6,71.35609756,7390,16538722318,10.5,9.6,11.4,5.83247328
"577",2005,"YR2005","Lithuania","LTU","Yes",77.4,65.4,71.25365854,7560,25130410982,9,8.1,9.9,5.64800453
"578",2005,"YR2005","Luxembourg","LUX","Yes",82.3,76.7,79.43170732,73180,34038648793,3.4,3,3.7,7.12328196
"579",2005,"YR2005","Mexico","MEX","Yes",76.986,71.782,74.376,8100,8.53741e+11,22.9,20.6,25.1,5.83612156
"580",2005,"YR2005","Netherlands","NLD","Yes",81.6,77.2,79.34634146,41960,6.84822e+11,5.3,4.8,5.9,9.09666824
"581",2005,"YR2005","New Zealand","NZL","Yes",81.9,77.9,79.85121951,25450,1.05214e+11,6.6,5.9,7.3,8.27334881
"582",2005,"YR2005","Norway","NOR","Yes",82.5,77.7,80.04146341,64050,2.96106e+11,4.1,3.6,4.5,8.32839584
"583",2005,"YR2005","Poland","POL","Yes",79.4,70.8,74.99512195,7330,2.79624e+11,7.6,6.8,8.2,5.80689144
"584",2005,"YR2005","Portugal","PRT","Yes",81.4,74.9,78.07073171,18600,1.95411e+11,4.6,4.2,5,9.65306759
"585",2005,"YR2005","Slovak Republic","SVK","Yes",77.9,70.1,73.90487805,11370,61091197153,8.2,7.4,9,6.58870029
"586",2005,"YR2005","Slovenia","SVN","Yes",81.3,74.1,77.61219512,18310,36623155601,4.2,3.8,4.5,7.99595737
"587",2005,"YR2005","Spain","ESP","Yes",83.5,77,80.17073171,25910,1.13111e+12,4.7,4.3,5.2,7.73191881
"588",2005,"YR2005","Sweden","SWE","Yes",82.8,78.4,80.54634146,45770,4.13325e+11,3.6,3.3,3.9,8.1508379
"589",2005,"YR2005","Switzerland","CHE","Yes",83.9,78.7,81.23658537,62780,4.66872e+11,5.1,4.6,5.5,10.004179
"590",2005,"YR2005","Turkiye","TUR","Yes",76.867,70.278,73.534,6750,4.63422e+11,26.1,24.8,27.4,4.89389706
"591",2005,"YR2005","United Kingdom","GBR","Yes",81.2,77,79.04878049,42700,2.57943e+12,6,5.4,6.6,8.3883543
"592",2005,"YR2005","United States","USA","Yes",80.1,75,77.48780488,46180,1.36466e+13,8,7.1,8.8,14.57448006
"593",2004,"YR2004","Australia","AUS","Yes",83,78.1,80.4902439,25830,5.14917e+11,5.8,5.2,6.4,8.09003353
"594",2004,"YR2004","Austria","AUT","Yes",82.1,76.4,79.1804878,33850,2.7666e+11,5.1,4.5,5.6,9.70939922
"595",2004,"YR2004","Belgium","BEL","Yes",81.9,76,78.87804878,32910,3.42924e+11,5.2,4.6,5.7,9.32808685
"596",2004,"YR2004","Canada","CAN","Yes",82.42,77.68,79.99219512,29530,9.43152e+11,6.1,5.6,6.6,9.06628132
"597",2004,"YR2004","Chile","CHL","Yes",80.72,74.479,77.616,5260,84244546840,9.3,8.4,10.2,6.90114975
"598",2004,"YR2004","Colombia","COL","Yes",76.495,69.032,72.695,2640,1.10136e+11,22.2,19.6,24.6,5.79892778
"599",2004,"YR2004","Costa Rica","CRI","Yes",80.635,76.104,78.331,4350,18499694876,11.5,10.4,12.6,6.63006067
"600",2004,"YR2004","Czechia","CZE","Yes",79,72.6,75.72195122,10260,1.04583e+11,4.6,4,5.1,6.35071039
"601",2004,"YR2004","Denmark","DNK","Yes",79.9,75.2,77.49268293,42640,2.30449e+11,5,4.5,5.5,9.00743198
"602",2004,"YR2004","Estonia","EST","Yes",77.8,66.3,71.9097561,7500,10218911833,7.8,6.9,8.6,5.11891699
"603",2004,"YR2004","Finland","FIN","Yes",82.3,75.3,78.71463415,35380,1.84951e+11,3.9,3.5,4.2,8.05912876
"604",2004,"YR2004","France","FRA","Yes",83.8,76.7,80.16341463,31450,1.97249e+12,4.8,4.2,5.3,10.16429329
"605",2004,"YR2004","Germany","DEU","Yes",81.6,75.9,78.6804878,31670,2.61302e+12,4.9,4.4,5.3,10.14603233
"606",2004,"YR2004","Hungary","HUN","Yes",76.9,68.6,72.64878049,8650,87458389224,7.9,7.2,8.6,7.7565484
"607",2004,"YR2004","Iceland","ISL","Yes",83.2,78.9,80.99756098,42020,12273035647,3.2,3,3.5,9.32854366
"608",2004,"YR2004","Ireland","IRL","Yes",81.1,76.1,78.53902439,37840,1.54008e+11,5.6,5.1,6.1,7.21972942
"609",2004,"YR2004","Israel","ISR","Yes",82.4,78,80.14634146,20680,1.40833e+11,5.8,5.4,6.2,7.02140188
"610",2004,"YR2004","Italy","ITA","Yes",83.7,78,80.7804878,28360,1.63588e+12,4.6,4.3,5,8.16549301
"611",2004,"YR2004","Japan","JPN","Yes",85.59,78.64,82.0302439,39000,4.98205e+12,3.9,3.6,4.1,7.53518438
"612",2004,"YR2004","Korea, Rep.","KOR","Yes",81.2,74.3,77.66585366,16200,7.78811e+11,6,5.6,6.4,4.38896465
"613",2004,"YR2004","Latvia","LVA","Yes",77.2,67.1,72.02682927,5830,13193792964,11.1,10.2,12.1,6.20221329
"614",2004,"YR2004","Lithuania","LTU","Yes",77.8,66.4,71.96097561,6010,20291492625,9.3,8.4,10.2,5.51149988
"615",2004,"YR2004","Luxembourg","LUX","Yes",82.4,76,79.12195122,62680,28714614336,3.5,3.2,3.9,7.2793355
"616",2004,"YR2004","Mexico","MEX","Yes",76.983,71.781,74.372,7860,8.17521e+11,23.8,21.4,26.1,5.9539032
"617",2004,"YR2004","Netherlands","NLD","Yes",81.4,76.9,79.09512195,36630,5.96355e+11,5.5,4.9,6.1,9.1107645
"618",2004,"YR2004","New Zealand","NZL","Yes",81.7,77.5,79.54878049,21530,87986792904,6.7,6,7.4,7.90090561
"619",2004,"YR2004","Norway","NOR","Yes",82.3,77.5,79.84146341,54290,2.49313e+11,4.2,3.8,4.7,8.82115746
"620",2004,"YR2004","Poland","POL","Yes",79.2,70.7,74.84634146,6260,2.3892e+11,7.8,7.1,8.5,5.86845207
"621",2004,"YR2004","Portugal","PRT","Yes",81,74.5,77.67073171,16190,1.69755e+11,5,4.5,5.5,9.5325079
